repositoryOrigin,repositoryPath,repositoryBranch,cve,packageName,version,fixedVersion,fixWithVersionUpdateOnly,summary,severity,depth
github.com,lpc3219835527/ilink,master,CVE-2020-36184,jackson-databind,2.9.5,2.9.10.8,TRUE,Unsafe Deserialization in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-36185,jackson-databind,2.9.5,2.9.10.8,TRUE,Unsafe Deserialization in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-36186,jackson-databind,2.9.5,2.9.10.8,TRUE,Unsafe Deserialization in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-36187,jackson-databind,2.9.5,2.9.10.8,TRUE,Unsafe Deserialization in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-36188,jackson-databind,2.9.5,2.9.10.8,TRUE,Unsafe Deserialization in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-36189,jackson-databind,2.9.5,2.9.10.8,TRUE,Unsafe Deserialization in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-36518,jackson-databind,2.9.5,2.12.6.1,FALSE,Deeply nested json in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2021-20190,jackson-databind,2.9.5,2.9.10.7,TRUE,Deserialization of untrusted data in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-42003,jackson-databind,2.9.5,2.12.7.1,FALSE,Uncontrolled Resource Consumption in Jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-42004,jackson-databind,2.9.5,2.12.7.1,FALSE,Uncontrolled Resource Consumption in FasterXML jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,GHSA-wrr7-33fx-rcvj,jackson-databind,2.9.5,2.9.6,TRUE,Deserialization of Untrusted Data in jackson-databind,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2019-12384,jackson-databind,2.9.5,2.9.9.1,TRUE,Deserialization of Untrusted Data in FasterXML jackson-databind,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2019-12814,jackson-databind,2.9.5,2.9.9.1,TRUE,Deserialization of untrusted data in FasterXML jackson-databind,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2020-10673,jackson-databind,2.9.5,2.9.10.4,TRUE,jackson-databind mishandles the interaction between serialization gadgets and typing,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2021-29425,commons-io,2.4,2.7,FALSE,Path Traversal and Improper Input Validation in Apache Commons IO,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2021-37533,commons-net,3.6,3.9.0,FALSE,Apache Commons Net vulnerable to information leakage via malicious server,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2017-3523,mysql-connector-java,5.1.30,5.1.41,TRUE,Improper Access Control in MySQL Connectors Java,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2018-3258,mysql-connector-java,5.1.30,8.0.13,FALSE,Improper Privilege Management in MySQL Connectors Java,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2015-2575,mysql-connector-java,5.1.30,5.1.35,TRUE,Improper Access Control in MySQL Connectors Java,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2017-3586,mysql-connector-java,5.1.30,5.1.42,TRUE,Exposure of Sensitive Information to an Unauthorized Actor in Oracle MySQL Connectors Java,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2019-2692,mysql-connector-java,5.1.30,8.0.16,FALSE,Privilege escalation in mysql-connector-jav,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2022-21363,mysql-connector-java,5.1.30,8.0.28,FALSE,Improper Handling of Insufficient Permissions or Privileges in MySQL Connectors Java,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2017-3589,mysql-connector-java,5.1.30,5.1.42,TRUE,Exposure of Sensitive Information to an Unauthorized Actor in Oracle MySQL Connectors Java,LOW,0
github.com,lpc3219835527/ilink,master,CVE-2019-10202,jackson-mapper-asl,1.9.13,,FALSE,Deserialization of Untrusted Data in org.codehaus.jackson:jackson-mapper-asl,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2019-10172,jackson-mapper-asl,1.9.13,,FALSE,Improper Restriction of XML External Entity Reference in jackson-mapper-asl,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-22965,spring-webmvc,5.0.7.RELEASE,5.2.20.RELEASE,FALSE,Remote Code Execution in Spring Framework,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2020-5398,spring-webmvc,5.0.7.RELEASE,5.0.16.RELEASE,TRUE,RFD attack via Content-Disposition header sourced from request input by Spring MVC or Spring WebFlux Application,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2018-15756,spring-core,5.0.7.RELEASE,5.0.10,TRUE,Denial of Service in Spring Framework,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-22968,spring-core,5.0.7.RELEASE,5.2.21,FALSE,Improper handling of case sensitivity in Spring Framework,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-22970,spring-core,5.0.7.RELEASE,5.2.22.RELEASE,FALSE,Denial of service in Spring Framework,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-22971,spring-core,5.0.7.RELEASE,5.2.22.RELEASE,FALSE,Allocation of Resources Without Limits or Throttling in Spring Framework,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2018-10237,guava,18.0,24.1.1,FALSE,Denial of Service in Google Guava,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2020-8908,guava,18.0,,FALSE,Information Disclosure in Guava,LOW,0
github.com,lpc3219835527/ilink,master,CVE-2016-1000031,commons-fileupload,1.3.1,1.3.3,TRUE,Improper Access Control in commons-fileupload,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2016-3092,commons-fileupload,1.3.1,1.3.2,TRUE,High severity vulnerability that affects commons-fileupload:commons-fileupload,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2023-24998,commons-fileupload,1.3.1,1.5,FALSE,Apache Commons FileUpload denial of service vulnerability,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2016-1000027,spring-web,5.0.7.RELEASE,6.0.0,FALSE,Pivotal Spring Framework contains unsafe Java deserialization methods,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2019-17571,log4j,1.2.17,,FALSE,Deserialization of Untrusted Data in Log4j,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2022-23305,log4j,1.2.17,,FALSE,SQL Injection in Log4j 1.2.x,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2022-23307,log4j,1.2.17,,FALSE,Deserialization of Untrusted Data in Apache Log4j,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2021-4104,log4j,1.2.17,,FALSE,JMSAppender in Log4j 1.2 is vulnerable to deserialization of untrusted data,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-23302,log4j,1.2.17,,FALSE,Deserialization of Untrusted Data in Log4j 1.x,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2014-0114,commons-beanutils,1.8.0,1.9.2,FALSE,Arbitrary code execution in Apache Commons BeanUtils,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2019-10086,commons-beanutils,1.8.0,1.9.4,FALSE,Insecure Deserialization in Apache Commons Beanutils,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2020-26945,mybatis,3.2.6,3.5.6,FALSE,"""Deserialization errors in MyBatis""",HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2022-23596,junrar,0.7,7.4.1,FALSE,Junrar vulnerable to infinite loop via extracting carefully crafted RAR archive,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2018-12418,junrar,0.7,1.0.1,FALSE,Junrar vulnerable to Infinite Loop,MODERATE,0
github.com,lpc3219835527/ilink,master,CVE-2022-28111,pagehelper,5.1.4,5.3.1,FALSE,MyBatis PageHelper vulnerable to time-blind SQL injection via orderBy parameter,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2017-18349,fastjson,1.1.41,1.2.31,FALSE,Improper Input Validation in alilibaba:fastjson,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2022-25845,fastjson,1.1.41,1.2.83,FALSE,Unsafe deserialization in com.alibaba:fastjson,HIGH,0
github.com,lpc3219835527/ilink,master,CVE-2017-1000487,plexus-utils,1.5.6,3.0.16,FALSE,OS Command Injection in Plexus-utils,CRITICAL,0
github.com,lpc3219835527/ilink,master,CVE-2022-22965,spring-beans,5.0.7.RELEASE,5.2.20.RELEASE,FALSE,Remote Code Execution in Spring Framework,CRITICAL,0
github.com,blindsidenetworks/lti,master,CVE-2019-17571,log4j,1.2.14,,FALSE,Deserialization of Untrusted Data in Log4j,CRITICAL,0
github.com,blindsidenetworks/lti,master,CVE-2022-23305,log4j,1.2.14,,FALSE,SQL Injection in Log4j 1.2.x,CRITICAL,0
github.com,blindsidenetworks/lti,master,CVE-2022-23307,log4j,1.2.14,,FALSE,Deserialization of Untrusted Data in Apache Log4j,CRITICAL,0
github.com,blindsidenetworks/lti,master,CVE-2021-4104,log4j,1.2.14,,FALSE,JMSAppender in Log4j 1.2 is vulnerable to deserialization of untrusted data,HIGH,0
github.com,blindsidenetworks/lti,master,CVE-2022-23302,log4j,1.2.14,,FALSE,Deserialization of Untrusted Data in Log4j 1.x,HIGH,0
github.com,revapi/revapi,main,CVE-2020-36518,jackson-databind,2.12.0,2.12.6.1,TRUE,Deeply nested json in jackson-databind,HIGH,0
github.com,revapi/revapi,main,CVE-2022-42003,jackson-databind,2.12.0,2.12.7.1,TRUE,Uncontrolled Resource Consumption in Jackson-databind,HIGH,0
github.com,revapi/revapi,main,CVE-2022-42004,jackson-databind,2.12.0,2.12.7.1,TRUE,Uncontrolled Resource Consumption in FasterXML jackson-databind,HIGH,0
github.com,revapi/revapi,main,CVE-2021-29425,commons-io,2.5,2.7,FALSE,Path Traversal and Improper Input Validation in Apache Commons IO,MODERATE,0
github.com,revapi/revapi,main,CVE-2019-10086,commons-beanutils,1.7.0,1.9.4,FALSE,Insecure Deserialization in Apache Commons Beanutils,HIGH,0
github.com,revapi/revapi,main,CVE-2020-13936,velocity,1.7,,FALSE,Sandbox Bypass in Apache Velocity Engine,HIGH,0
github.com,revapi/revapi,main,CVE-2022-1471,snakeyaml,1.27,2.0,FALSE,SnakeYaml Constructor Deserialization Remote Code Execution,HIGH,0
github.com,revapi/revapi,main,CVE-2022-25857,snakeyaml,1.27,1.31,FALSE,Uncontrolled Resource Consumption in snakeyaml,HIGH,0
github.com,revapi/revapi,main,CVE-2022-38749,snakeyaml,1.27,1.31,FALSE,snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,revapi/revapi,main,CVE-2022-38750,snakeyaml,1.27,1.31,FALSE,snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,revapi/revapi,main,CVE-2022-38751,snakeyaml,1.27,1.31,FALSE,snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,revapi/revapi,main,CVE-2022-38752,snakeyaml,1.27,1.32,FALSE,snakeYAML before 1.32 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,revapi/revapi,main,CVE-2022-41854,snakeyaml,1.27,1.32,FALSE,Snakeyaml vulnerable to Stack overflow leading to denial of service,MODERATE,0
github.com,revapi/revapi,main,CVE-2020-13959,velocity-tools,2.0,,FALSE,Cross-site scripting (XSS) in Apache Velocity Tools,MODERATE,0
github.com,revapi/revapi,main,CVE-2021-44228,log4j-core,2.11.2,2.12.2,FALSE,Remote code injection in Log4j,CRITICAL,0
github.com,revapi/revapi,main,CVE-2021-45046,log4j-core,2.11.2,2.12.2,FALSE,Incomplete fix for Apache Log4j vulnerability,CRITICAL,0
github.com,revapi/revapi,main,CVE-2021-45105,log4j-core,2.11.2,2.12.3,FALSE,Apache Log4j2 vulnerable to Improper Input Validation and Uncontrolled Recursion,HIGH,0
github.com,revapi/revapi,main,CVE-2021-44832,log4j-core,2.11.2,2.12.4,FALSE,Improper Input Validation and Injection in Apache Log4j2,MODERATE,0
github.com,revapi/revapi,main,CVE-2020-9488,log4j-core,2.11.2,2.13.2,FALSE,Improper validation of certificate with host mismatch in Apache Log4j SMTP appender,LOW,0
github.com,revapi/revapi,main,CVE-2020-13956,httpclient,4.5.6,4.5.13,TRUE,Cross-site scripting in Apache HttpClient,MODERATE,0
github.com,revapi/revapi,main,CVE-2022-29599,maven-shared-utils,3.2.0,3.3.3,FALSE,Command injection in Apache Maven maven-shared-utils,CRITICAL,0
github.com,revapi/revapi,main,CVE-2020-25649,jackson-databind,2.10.4,2.10.5.1,TRUE,XML External Entity (XXE) Injection in Jackson Databind,HIGH,0
github.com,revapi/revapi,main,CVE-2020-36518,jackson-databind,2.10.4,2.12.6.1,FALSE,Deeply nested json in jackson-databind,HIGH,0
github.com,revapi/revapi,main,CVE-2022-42003,jackson-databind,2.10.4,2.12.7.1,FALSE,Uncontrolled Resource Consumption in Jackson-databind,HIGH,0
github.com,revapi/revapi,main,CVE-2022-42004,jackson-databind,2.10.4,2.12.7.1,FALSE,Uncontrolled Resource Consumption in FasterXML jackson-databind,HIGH,0
github.com,revapi/revapi,main,CVE-2021-42550,logback-core,1.2.0,1.2.9,TRUE,Deserialization of Untrusted Data in logback,MODERATE,0
github.com,revapi/revapi,main,CVE-2020-10683,dom4j,1.1,,FALSE,dom4j allows External Entities by default which might enable XXE attacks,CRITICAL,0
github.com,revapi/revapi,main,CVE-2018-1000632,dom4j,1.1,,FALSE,Dom4j contains a XML Injection vulnerability,HIGH,0
github.com,cjbi/weshop,master,CVE-2018-10237,guava,20.0,24.1.1,FALSE,Denial of Service in Google Guava,MODERATE,0
github.com,cjbi/weshop,master,CVE-2020-8908,guava,20.0,,FALSE,Information Disclosure in Guava,LOW,0
github.com,cjbi/weshop,master,CVE-2021-29425,commons-io,2.5,2.7,FALSE,Path Traversal and Improper Input Validation in Apache Commons IO,MODERATE,0
github.com,cjbi/weshop,master,CVE-2020-15522,bcprov-jdk15on,1.60,1.66,FALSE,Timing based private key exposure in Bouncy Castle,MODERATE,0
github.com,cjbi/weshop,master,CVE-2021-29425,commons-io,2.4,2.7,FALSE,Path Traversal and Improper Input Validation in Apache Commons IO,MODERATE,0
github.com,cjbi/weshop,master,CVE-2022-27772,spring-boot,2.1.8.RELEASE,2.2.11.RELEASE,FALSE,Temporary Directory Hijacking to Local Privilege Escalation Vulnerability in org.springframework.boot:spring-boot,HIGH,0
github.com,cjbi/weshop,master,CVE-2023-24998,commons-fileupload,1.4,1.5,FALSE,Apache Commons FileUpload denial of service vulnerability,HIGH,0
github.com,cjbi/weshop,master,CVE-2019-10086,commons-beanutils,1.9.3,1.9.4,TRUE,Insecure Deserialization in Apache Commons Beanutils,HIGH,0
github.com,cjbi/weshop,master,CVE-2017-18640,snakeyaml,1.23,1.26,FALSE,SnakeYAML Entity Expansion during load operation,HIGH,0
github.com,cjbi/weshop,master,CVE-2022-1471,snakeyaml,1.23,2.0,FALSE,SnakeYaml Constructor Deserialization Remote Code Execution,HIGH,0
github.com,cjbi/weshop,master,CVE-2022-25857,snakeyaml,1.23,1.31,FALSE,Uncontrolled Resource Consumption in snakeyaml,HIGH,0
github.com,cjbi/weshop,master,CVE-2022-38749,snakeyaml,1.23,1.31,FALSE,snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,cjbi/weshop,master,CVE-2022-38750,snakeyaml,1.23,1.31,FALSE,snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,cjbi/weshop,master,CVE-2022-38751,snakeyaml,1.23,1.31,FALSE,snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,cjbi/weshop,master,CVE-2022-38752,snakeyaml,1.23,1.32,FALSE,snakeYAML before 1.32 vulnerable to Denial of Service due to Out-of-bounds Write,MODERATE,0
github.com,cjbi/weshop,master,CVE-2022-41854,snakeyaml,1.23,1.32,FALSE,Snakeyaml vulnerable to Stack overflow leading to denial of service,MODERATE,0
github.com,cjbi/weshop,master,CVE-2020-5410,spring-cloud-config-server,2.1.4.RELEASE,2.1.9,TRUE,Directory traversal attack in Spring Cloud Config,HIGH,0
github.com,cjbi/weshop,master,CVE-2020-5405,spring-cloud-config-server,2.1.4.RELEASE,2.1.7,TRUE,Directory traversal attack in Spring Cloud Config,MODERATE,0
github.com,cjbi/weshop,master,CVE-2020-10683,dom4j,2.1.1,2.1.3,TRUE,dom4j allows External Entities by default which might enable XXE attacks,CRITICAL,0
github.com,cjbi/weshop,master,CVE-2020-26945,mybatis,3.4.6,3.5.6,FALSE,"""Deserialization errors in MyBatis""",HIGH,0
github.com,cjbi/weshop,master,CVE-2020-26217,xstream,1.4.11.1,1.4.14-jdk7,FALSE,XStream can be used for Remote Code Execution,HIGH,0
github.com,cjbi/weshop,master,CVE-2020-26258,xstream,1.4.11.1,1.4.15,TRUE,Server-Side Forgery Request can be activated unmarshalling with XStream,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-21341,xstream,1.4.11.1,1.4.16,TRUE,XStream can cause a Denial of Service.,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-29505,xstream,1.4.11.1,1.4.17,TRUE,XStream is vulnerable to a Remote Command Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39139,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39141,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39144,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to a Remote Command Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39145,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39146,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39147,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39148,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39149,xstream,1.4.11.1,1.4.18,TRUE,XStream is vulnerable to an Arbitrary Code Execution attack,HIGH,0
github.com,cjbi/weshop,master,CVE-2021-39150,xstream,1.4.11.1,1.4.18,TRUE,A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host,HIGH,0
